priority_group,bucket,finding_id,target_name,claim_type,confidence,evidence_type,evidence_ref,docsdb_status,suggested_action,summary
normal,canonical-but-missing-quote,2102,Gold & Wachtel,synthesis,medium,efta,HOUSE_OVERSIGHT_022081,n/a,Populate source_quote from the cited source record.,"SYNTHESIS: Gold and Wachtel was founded 1984 at 10 E 53rd St NYC by Harry H. Wachtel (1917-1997, MLK advisor, VP of Rapid American Corp/Riklis) and Robert Gold (b.1945, AUSA SDNY 1973-77 in Official Corruption and Securities Fraud units). The firm was the institutional origin of Epstein's entire legal/operational infrastructure. KEY FINDINGS: (1) PIPELINE: Darren Indyke started as pre-law assistant in 1986 through father Bernard's connection — Bernard was manager/board member of Jackie Fine Arts (G&W client, $500M+ tax shelter fraud, Herman Finesod convicted). William Wachtel lied to Daily Beast calling Bernard 'a mailroom employee.' Indyke first encountered Epstein at G&W in 1986, returned after Cornell Law 1991. Schantz (Fordham 1983) went in-house with Epstein May 1995. Both successive #1 operatives came from this firm. (2) ROBERT GOLD SHIELDED EPSTEIN FROM TOWERS FINANCIAL PROSECUTION: Hoffenberg says 'Ask Robert Gold' — Gold 'kept the US attorney away from Epstein until there were only a few weeks left before the statute of limitations ran out.' Gold's AUSA SDNY background (corruption+securities fraud) gave him the connections. (3) Gold named in 2001 Trust One as 'his friend, ROBERT GOLD' for debt forgiveness. 13 documents show warm personal relationship post-conviction 2011-2014. (4) Gold's later career: Ranieri & Co crisis management (1998-2000) — same Ranieri firm Schantz sent FedEx packages to from NYSG Dec 2003. Then DLA Piper, Wilson Sonsini, Mishcon de Reya (2014). Jun 2014 email from Mishcon: 'spent the day in Paris working with Alan.' (5) SAKER AVIATION: William B. Wachtel (Harry's son) chairs Saker Aviation Services (SKAS) with former G&W attorney Jesse Masyr in 25 SEC filings — FBO/charter company run by Epstein's former law firm partners. (6) Steven J. Cohen represented Epstein in 1998 from successor firm, now partner at Wachtel Missry LLP. (7) Firm became Wachtel Missry LLP after Harry's death Feb 1997. Gold departed late 1990s. Firm succession: Gold and Wachtel → Wachtel and Masyr → Wachtel Missry."
normal,canonical-but-missing-quote,2103,Bernard W. Indyke,synthesis,medium,efta,EFTA01363217,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Bernard W. Indyke was manager and board member of Jackie Fine Arts Inc, a Gold and Wachtel client tax shelter. Placed son Darren at G&W 1986. Deceased. Addresses: 4 Palmer Ct East Brunswick NJ, 15 Country Club Dr Monroe Township NJ, 477 FDR Dr Apt M601 NYC. Household: Sharon E, Hannah, Samantha Indyke, Michelle F Saipher, Danielle N Benowitz."
normal,canonical-but-missing-quote,2105,Darren K. Indyke,paraphrase,high,ref,ACRIS:2008012900966001,n/a,Populate source_quote from the cited source record.,"ACRIS record 2008012900966001 shows Abigail S. Wexner (15 Central Park West NYC) transferring property at 15 Central Park West Unit 10B (Block 1114, Lot 1507 Manhattan) to Darren K. Indyke (2 Kean Court Livingston NJ) on 2008-01-23. Document type PAT (deed/patent). This directly connects the Wexner family to Darren Indyke through a real property transfer."
normal,canonical-but-missing-quote,2107,Darren K. Indyke,paraphrase,high,ref,FEC:DarrenIndyke,n/a,Populate source_quote from the cited source record.,"FEC records show Darren Indyke political donations 2000-2018: Kelly for Congress 2000 (employer J EPSTEIN AND CO INC), Gephardt for President 2003 (employer NEW YORK STRATEGY GROUP LLC), Richardson for President 2007 (employer NY STRATEGY GROUP), King for Congress 2004, and three donations to Virgin Islands for Plaskett 2014-2018 totaling 10700. Wife Michelle Saipher also donated 2300 to Richardson for President 2007 from same address 2 Kean Court Livingston NJ."
normal,canonical-but-missing-quote,2107,Darren K. Indyke,paraphrase,high,ref,FEC:MichelleSaipher,n/a,Populate source_quote from the cited source record.,"FEC records show Darren Indyke political donations 2000-2018: Kelly for Congress 2000 (employer J EPSTEIN AND CO INC), Gephardt for President 2003 (employer NEW YORK STRATEGY GROUP LLC), Richardson for President 2007 (employer NY STRATEGY GROUP), King for Congress 2004, and three donations to Virgin Islands for Plaskett 2014-2018 totaling 10700. Wife Michelle Saipher also donated 2300 to Richardson for President 2007 from same address 2 Kean Court Livingston NJ."
normal,canonical-but-missing-quote,2109,Hannah Indyke,paraphrase,high,ref,FEC:HannahIndyke,n/a,Populate source_quote from the cited source record.,Hannah Indyke (Darren Indyke family member) made two FEC donations June 2 2020 from 6030 Le Lac Road Boca Raton FL 33496: 6 dollars to ActBlue and 30 dollars earmarked for The Action PAC. Occupation listed as NOT EMPLOYED. The 6030 Le Lac Rd address is the same property purchased by Darren K Indyke and Michelle F Saipher in 2015 for 3.1M from Edward W Large Revocable Trust.
normal,canonical-but-missing-quote,2112,Bernard Indyke,paraphrase,high,efta,EFTA01332942,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.",Gold & Wachtel represented Finesod in Jackie Fine Arts fraud appeal
normal,canonical-but-missing-quote,2114,Bernard W. Indyke,paraphrase,high,file,https://www.ancestry.com/genealogy/records/bernard-w-indyke-24-1t2zf1y,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,Bernard W. Indyke born 12/31/1933 Brooklyn NY to David Indyke and Rose Friedman. Married Sharon Elaine Baskin. Died 7/25/2005 Jamesburg NJ. Father of Darren K. Indyke.
normal,canonical-but-missing-quote,2124,Jeffrey J. Indyke,synthesis,medium,ref,NY-SoS:1315462,n/a,Populate source_quote from the cited source record.,"Jeffrey J. Indyke Inc is a NY domestic business corporation (DOS ID 1315462) filed 1988-12-29 at 11 East 10th St NYC 10003 then later 1 Irving Place NYC. Jeffrey J Indyke appears in 39 ACRIS NYC property records: 21 Brookside Road (2020), 1 Irving Place/10 Union Square East Unit 9B (multiple transactions), 15 E 11th St. NOT the same person as Bernard or Darren - appears to be separate branch of Indyke family with property in Greenwich Village/Union Square area. Jeffrey also served as CEO of his own corporation."
normal,canonical-but-missing-quote,2129,Bernard W. Indyke,paraphrase,high,file,https://www.thedailybeast.com/jeffrey-epsteins-right-hand-mystery-men/,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"Bernard Indyke was manager and board member of Jackie Fine Arts Inc, controlled by Herman Finesod. Jackie Fine Arts was a Gold and Wachtel client. Bernard placed son Darren at Gold and Wachtel in 1986. William Wachtel later lied to Daily Beast calling Bernard a mailroom employee."
normal,canonical-but-missing-quote,2134,Herman Finesod,paraphrase,high,file,https://unicourt.com/case/ny-sue1-200-east-62nd-street-owner-llc-v-herman-finesod-et-al-404037,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"Herman Finesod still alive as of 2018 lawsuit, age 84, residing at 200 East 62nd Street New York NY 10021. Sued by building owner 200 East 62nd Street Owner LLC in November 2018. Despite 9M+ in civil judgments from art and stamp fraud, maintained Upper East Side residence."
normal,canonical-but-missing-quote,2137,jackiefinearts.com,paraphrase,high,file,https://who.is/whois/jackiefinearts.com,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,jackiefinearts.com domain registered August 22 2024 via GoDaddy with privacy protection. Site contains only WordPress shell with title The 80s Biggest Art Fraud. No substantive content. Domain registered 40 years after the fraud. Unknown operator. Appears to be research or advocacy site under construction.
normal,canonical-but-missing-quote,2143,Indyke Family,inference,medium,ref,FL-SunBiz:P95000051360,n/a,Populate source_quote from the cited source record.,"Ivy Indyke is president of BAGTASTIC INC (FL P95000051360) at 301 Powerline Road Suite 312 Boca Raton FL 33433. Not a known Darren family member but shares Boca Raton geography with Darren (7061 Dubonnet Dr, 6030 Le Lac Rd). The Indyke family has deep NJ roots: Bernard at Glen Cove NY then East Brunswick then Monroe Township NJ. Darren at Livingston NJ (Kean Court). Extended family: Scott Edward Indyke at Basking Ridge NJ, Tobi F Indyke (nee Bernstein) at Morris Plains NJ."
normal,canonical-but-missing-quote,2144,Bernard Indyke,synthesis,medium,efta,EFTA01295770,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SYNTHESIS: Bernard W. Indyke (b. 12/31/1933 Brooklyn, d. 7/25/2005 Jamesburg NJ) was the critical nexus connecting tax shelter fraud expertise to Epstein's corporate architecture. KEY FINDINGS: (1) JACKIE FINE ARTS PIPELINE: Bernard was manager/board member of Jackie Fine Arts Inc, a M+ tax shelter fraud (2000+ investors, RICO judgments) controlled by Herman Finesod. Gold & Wachtel — specifically William B. Wachtel on the brief — defended Finesod in the 4th Circuit RICO appeal (Faircloth v. Finesod, 938 F.2d 513, 1991). Bernard placed son Darren at G&W in 1986. Wachtel lied to Daily Beast calling Bernard 'a mailroom employee.' (2) CONTINUED OPERATIONAL ROLE: FedEx records (EFTA01318608) prove Bernard receiving packages at NYSO LLC, 457 Madison Ave in Nov 2003 at age 70 — not a retired father but operationally connected. Sharon Indyke also sent packages to NYSO LLC (EFTA01313073, Apr 2005). (3) FAMILY AS FINANCIAL UNIT: Indyke/Saipher family holds 15% of Epstein's April 2019 trust (EFTA02635424) — Saipher 5% + Indyke 5% + Indyke 5%. Darren earned .5M+ annual salary. (4) WEXNER-INDYKE TRANSFER: Abigail S. Wexner transferred 15 Central Park West Unit 10B to Darren K. Indyke for /bin/zsh in Jan 2008 (ACRIS 2008012900966001). (5) POST-DEATH ANOMALY: .566M incoming transfer to Darren's account Nov 20, 2019 — 4 months after Epstein's death. (6) STRUCTURAL PARALLELS: Jackie Fine Arts used shell entity layering, fake valuations, professional complicity, non-recourse notes, and international subsidiaries (Munich GmbH) — same architecture later seen in Epstein's 50+ entity network managed by Darren. (7) BERNARD ABSENT FROM ALL COURT RECORDS despite manager/board role — suggesting either behind-scenes role or sealed records. (8) 50 DARREN ENTITIES catalogued from DB KYC including L.A.W. Plantation Management Corp (likely Leslie A. Wexner)."
normal,canonical-but-missing-quote,2144,Bernard Indyke,synthesis,medium,efta,EFTA01296686,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SYNTHESIS: Bernard W. Indyke (b. 12/31/1933 Brooklyn, d. 7/25/2005 Jamesburg NJ) was the critical nexus connecting tax shelter fraud expertise to Epstein's corporate architecture. KEY FINDINGS: (1) JACKIE FINE ARTS PIPELINE: Bernard was manager/board member of Jackie Fine Arts Inc, a M+ tax shelter fraud (2000+ investors, RICO judgments) controlled by Herman Finesod. Gold & Wachtel — specifically William B. Wachtel on the brief — defended Finesod in the 4th Circuit RICO appeal (Faircloth v. Finesod, 938 F.2d 513, 1991). Bernard placed son Darren at G&W in 1986. Wachtel lied to Daily Beast calling Bernard 'a mailroom employee.' (2) CONTINUED OPERATIONAL ROLE: FedEx records (EFTA01318608) prove Bernard receiving packages at NYSO LLC, 457 Madison Ave in Nov 2003 at age 70 — not a retired father but operationally connected. Sharon Indyke also sent packages to NYSO LLC (EFTA01313073, Apr 2005). (3) FAMILY AS FINANCIAL UNIT: Indyke/Saipher family holds 15% of Epstein's April 2019 trust (EFTA02635424) — Saipher 5% + Indyke 5% + Indyke 5%. Darren earned .5M+ annual salary. (4) WEXNER-INDYKE TRANSFER: Abigail S. Wexner transferred 15 Central Park West Unit 10B to Darren K. Indyke for /bin/zsh in Jan 2008 (ACRIS 2008012900966001). (5) POST-DEATH ANOMALY: .566M incoming transfer to Darren's account Nov 20, 2019 — 4 months after Epstein's death. (6) STRUCTURAL PARALLELS: Jackie Fine Arts used shell entity layering, fake valuations, professional complicity, non-recourse notes, and international subsidiaries (Munich GmbH) — same architecture later seen in Epstein's 50+ entity network managed by Darren. (7) BERNARD ABSENT FROM ALL COURT RECORDS despite manager/board role — suggesting either behind-scenes role or sealed records. (8) 50 DARREN ENTITIES catalogued from DB KYC including L.A.W. Plantation Management Corp (likely Leslie A. Wexner)."
normal,canonical-but-missing-quote,2144,Bernard Indyke,synthesis,medium,efta,EFTA01298183,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SYNTHESIS: Bernard W. Indyke (b. 12/31/1933 Brooklyn, d. 7/25/2005 Jamesburg NJ) was the critical nexus connecting tax shelter fraud expertise to Epstein's corporate architecture. KEY FINDINGS: (1) JACKIE FINE ARTS PIPELINE: Bernard was manager/board member of Jackie Fine Arts Inc, a M+ tax shelter fraud (2000+ investors, RICO judgments) controlled by Herman Finesod. Gold & Wachtel — specifically William B. Wachtel on the brief — defended Finesod in the 4th Circuit RICO appeal (Faircloth v. Finesod, 938 F.2d 513, 1991). Bernard placed son Darren at G&W in 1986. Wachtel lied to Daily Beast calling Bernard 'a mailroom employee.' (2) CONTINUED OPERATIONAL ROLE: FedEx records (EFTA01318608) prove Bernard receiving packages at NYSO LLC, 457 Madison Ave in Nov 2003 at age 70 — not a retired father but operationally connected. Sharon Indyke also sent packages to NYSO LLC (EFTA01313073, Apr 2005). (3) FAMILY AS FINANCIAL UNIT: Indyke/Saipher family holds 15% of Epstein's April 2019 trust (EFTA02635424) — Saipher 5% + Indyke 5% + Indyke 5%. Darren earned .5M+ annual salary. (4) WEXNER-INDYKE TRANSFER: Abigail S. Wexner transferred 15 Central Park West Unit 10B to Darren K. Indyke for /bin/zsh in Jan 2008 (ACRIS 2008012900966001). (5) POST-DEATH ANOMALY: .566M incoming transfer to Darren's account Nov 20, 2019 — 4 months after Epstein's death. (6) STRUCTURAL PARALLELS: Jackie Fine Arts used shell entity layering, fake valuations, professional complicity, non-recourse notes, and international subsidiaries (Munich GmbH) — same architecture later seen in Epstein's 50+ entity network managed by Darren. (7) BERNARD ABSENT FROM ALL COURT RECORDS despite manager/board role — suggesting either behind-scenes role or sealed records. (8) 50 DARREN ENTITIES catalogued from DB KYC including L.A.W. Plantation Management Corp (likely Leslie A. Wexner)."
normal,canonical-but-missing-quote,2144,Bernard Indyke,synthesis,medium,efta,EFTA01313073,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SYNTHESIS: Bernard W. Indyke (b. 12/31/1933 Brooklyn, d. 7/25/2005 Jamesburg NJ) was the critical nexus connecting tax shelter fraud expertise to Epstein's corporate architecture. KEY FINDINGS: (1) JACKIE FINE ARTS PIPELINE: Bernard was manager/board member of Jackie Fine Arts Inc, a M+ tax shelter fraud (2000+ investors, RICO judgments) controlled by Herman Finesod. Gold & Wachtel — specifically William B. Wachtel on the brief — defended Finesod in the 4th Circuit RICO appeal (Faircloth v. Finesod, 938 F.2d 513, 1991). Bernard placed son Darren at G&W in 1986. Wachtel lied to Daily Beast calling Bernard 'a mailroom employee.' (2) CONTINUED OPERATIONAL ROLE: FedEx records (EFTA01318608) prove Bernard receiving packages at NYSO LLC, 457 Madison Ave in Nov 2003 at age 70 — not a retired father but operationally connected. Sharon Indyke also sent packages to NYSO LLC (EFTA01313073, Apr 2005). (3) FAMILY AS FINANCIAL UNIT: Indyke/Saipher family holds 15% of Epstein's April 2019 trust (EFTA02635424) — Saipher 5% + Indyke 5% + Indyke 5%. Darren earned .5M+ annual salary. (4) WEXNER-INDYKE TRANSFER: Abigail S. Wexner transferred 15 Central Park West Unit 10B to Darren K. Indyke for /bin/zsh in Jan 2008 (ACRIS 2008012900966001). (5) POST-DEATH ANOMALY: .566M incoming transfer to Darren's account Nov 20, 2019 — 4 months after Epstein's death. (6) STRUCTURAL PARALLELS: Jackie Fine Arts used shell entity layering, fake valuations, professional complicity, non-recourse notes, and international subsidiaries (Munich GmbH) — same architecture later seen in Epstein's 50+ entity network managed by Darren. (7) BERNARD ABSENT FROM ALL COURT RECORDS despite manager/board role — suggesting either behind-scenes role or sealed records. (8) 50 DARREN ENTITIES catalogued from DB KYC including L.A.W. Plantation Management Corp (likely Leslie A. Wexner)."
normal,canonical-but-missing-quote,2144,Bernard Indyke,synthesis,medium,efta,EFTA01332942,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SYNTHESIS: Bernard W. Indyke (b. 12/31/1933 Brooklyn, d. 7/25/2005 Jamesburg NJ) was the critical nexus connecting tax shelter fraud expertise to Epstein's corporate architecture. KEY FINDINGS: (1) JACKIE FINE ARTS PIPELINE: Bernard was manager/board member of Jackie Fine Arts Inc, a M+ tax shelter fraud (2000+ investors, RICO judgments) controlled by Herman Finesod. Gold & Wachtel — specifically William B. Wachtel on the brief — defended Finesod in the 4th Circuit RICO appeal (Faircloth v. Finesod, 938 F.2d 513, 1991). Bernard placed son Darren at G&W in 1986. Wachtel lied to Daily Beast calling Bernard 'a mailroom employee.' (2) CONTINUED OPERATIONAL ROLE: FedEx records (EFTA01318608) prove Bernard receiving packages at NYSO LLC, 457 Madison Ave in Nov 2003 at age 70 — not a retired father but operationally connected. Sharon Indyke also sent packages to NYSO LLC (EFTA01313073, Apr 2005). (3) FAMILY AS FINANCIAL UNIT: Indyke/Saipher family holds 15% of Epstein's April 2019 trust (EFTA02635424) — Saipher 5% + Indyke 5% + Indyke 5%. Darren earned .5M+ annual salary. (4) WEXNER-INDYKE TRANSFER: Abigail S. Wexner transferred 15 Central Park West Unit 10B to Darren K. Indyke for /bin/zsh in Jan 2008 (ACRIS 2008012900966001). (5) POST-DEATH ANOMALY: .566M incoming transfer to Darren's account Nov 20, 2019 — 4 months after Epstein's death. (6) STRUCTURAL PARALLELS: Jackie Fine Arts used shell entity layering, fake valuations, professional complicity, non-recourse notes, and international subsidiaries (Munich GmbH) — same architecture later seen in Epstein's 50+ entity network managed by Darren. (7) BERNARD ABSENT FROM ALL COURT RECORDS despite manager/board role — suggesting either behind-scenes role or sealed records. (8) 50 DARREN ENTITIES catalogued from DB KYC including L.A.W. Plantation Management Corp (likely Leslie A. Wexner)."
normal,canonical-but-missing-quote,2144,Bernard Indyke,synthesis,medium,efta,EFTA01363225,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SYNTHESIS: Bernard W. Indyke (b. 12/31/1933 Brooklyn, d. 7/25/2005 Jamesburg NJ) was the critical nexus connecting tax shelter fraud expertise to Epstein's corporate architecture. KEY FINDINGS: (1) JACKIE FINE ARTS PIPELINE: Bernard was manager/board member of Jackie Fine Arts Inc, a M+ tax shelter fraud (2000+ investors, RICO judgments) controlled by Herman Finesod. Gold & Wachtel — specifically William B. Wachtel on the brief — defended Finesod in the 4th Circuit RICO appeal (Faircloth v. Finesod, 938 F.2d 513, 1991). Bernard placed son Darren at G&W in 1986. Wachtel lied to Daily Beast calling Bernard 'a mailroom employee.' (2) CONTINUED OPERATIONAL ROLE: FedEx records (EFTA01318608) prove Bernard receiving packages at NYSO LLC, 457 Madison Ave in Nov 2003 at age 70 — not a retired father but operationally connected. Sharon Indyke also sent packages to NYSO LLC (EFTA01313073, Apr 2005). (3) FAMILY AS FINANCIAL UNIT: Indyke/Saipher family holds 15% of Epstein's April 2019 trust (EFTA02635424) — Saipher 5% + Indyke 5% + Indyke 5%. Darren earned .5M+ annual salary. (4) WEXNER-INDYKE TRANSFER: Abigail S. Wexner transferred 15 Central Park West Unit 10B to Darren K. Indyke for /bin/zsh in Jan 2008 (ACRIS 2008012900966001). (5) POST-DEATH ANOMALY: .566M incoming transfer to Darren's account Nov 20, 2019 — 4 months after Epstein's death. (6) STRUCTURAL PARALLELS: Jackie Fine Arts used shell entity layering, fake valuations, professional complicity, non-recourse notes, and international subsidiaries (Munich GmbH) — same architecture later seen in Epstein's 50+ entity network managed by Darren. (7) BERNARD ABSENT FROM ALL COURT RECORDS despite manager/board role — suggesting either behind-scenes role or sealed records. (8) 50 DARREN ENTITIES catalogued from DB KYC including L.A.W. Plantation Management Corp (likely Leslie A. Wexner)."
normal,canonical-but-missing-quote,2150,Ivan Fisher,paraphrase,high,efta,EFTA01325008,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Ivan S. Fisher was one of NYC's most prominent criminal defense attorneys in the 1980s-90s. Top 5 criminal attorney per NYT in 1980. Lead counsel in the Pizza Connection Trial (longest federal criminal trial at the time) and French Connection cases. Lectured at Yale Law and Columbia Law. Fisher sublet 34 E 69th from Epstein at $20K/month starting May 7, 1996. He turned the former Iranian diplomatic residence into a multi-occupant law office complex housing at least 3 separate practices. Fisher was subsequently BANNED from practicing in federal court in SDNY in 2013 after stealing money from a client."
normal,canonical-but-missing-quote,2151,34 East 69th Street,synthesis,medium,efta,EFTA01325008,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","34 East 69th Street is a 5-story townhouse (21ft wide, 100ft deep) TWO BLOCKS from 9 East 71st Street. The property legally belongs to Iran, held in custody by the US under the Foreign Missions Act of 1982 (22 USC 4305(c)). OFM managed 16 custodial properties at inception, leasing them to generate maintenance funds. This is NOT the same mechanism as the Alavi/650 Fifth Ave forfeiture (OFAC/IEEPA). Epstein's lease began Feb 1, 1992 at $15K/month during James Baker's tenure as Secretary of State. Extended Aug 28, 1992 for 3 more years through Jan 31, 1997 with right of first refusal. The $15K/month for a 5-story UES townhouse was significantly below market even in 1992. No public reporting identifies who within OFM approved the lease or who referred Epstein."
normal,canonical-but-missing-quote,2152,Jeffrey Epstein,inference,medium,efta,EFTA01325008,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Epstein occupied the State Department property (34 E 69th) from Feb 1992 until January 1996, when he moved into the Wexner mansion (9 E 71st) approximately 2 blocks north. The transition was seamless - Epstein left the government property precisely when the Wexner mansion became available. Rather than surrendering the OFM lease, Epstein attempted to profit by subletting at a $5,000/month markup ($20K from Fisher vs $15K to OFM). This fits the broader pattern: Wexner power of attorney 1991, OFM lease 1992, Palm Beach mansion 1990, Zorro Ranch 1993, Wexner mansion occupancy 1995-96."
normal,canonical-but-missing-quote,2153,Jeffrey Epstein,inference,medium,efta,EFTA01325008,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","The 34 E 69th subletting scheme reveals Epstein's operating pattern: (1) MISREPRESENTATION - told Fisher the sublease was State Dept-approved when OFM had expressly denied it on Apr 26 1996, (2) GOVERNMENT PROPERTY ARBITRAGE - used below-market govt lease as profit center, (3) DEFIANCE OF AUTHORITY - proceeded after explicit denial, then claimed oral consent that OFM's Richard Massey would deny under oath, (4) BLAME SHIFTING - when caught, filed holdover proceeding against Fisher for nonpayment, making the victim his adversary, (5) LEGAL MANIPULATION - exercised right of first refusal to block Galinas deal, then violated the lease himself. Pattern foreshadows later behavior with plea deals and financial structures."
normal,canonical-but-missing-quote,2155,Xenophon Galinas,synthesis,medium,efta,EFTA01325008,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Xenophon Galinas identified as President of Olympic Tower Associates (1986-1998), the Onassis Foundation subsidiary managing Olympic Tower on Fifth Avenue. Also served on the board of Williston S.A. (Onassis shipping/real estate). Later founded Manhattan Group (shipping investment banking). Galinas independently negotiated with OFM for a 5-year lease at 34 E 69th at $16K/month in April 1996, but Epstein exercised right of first refusal to block the deal. His involvement suggests the OFM property was known in high-end NYC real estate and Onassis-connected circles."
normal,canonical-but-missing-quote,2163,Robbie Karp,synthesis,medium,ref,LittleSis entity 63898,n/a,Populate source_quote from the cited source record.,Robbie Karp full legal name is Roberta Schuhalter Karp. Former SVP at Liz Claiborne/Kate Spade (SEC CIK 1401123). Currently self-employed consultant and co-president of Karp Randel LLC.
normal,canonical-but-missing-quote,2173,Robbie Karp,paraphrase,high,ref,ACRIS:2010081200783001,n/a,Populate source_quote from the cited source record.,ACRIS records show Roberta Karp served as co-executor (alongside Brad Karp) of the Estate of Sondra Karp in 2010 NYC property transfer (doc 2010081200783001). Estate transferred 10 Park Avenue Apt 14R (Manhattan Block 864 Lot 35) to Brad Karp at 115 Central Park West. Both executors used Paul Weiss Rifkind Wharton & Garrison LLP address (1285 Avenue of the Americas). Sondra Karp is likely Brad Karp's mother. Brad later sold the unit in 2018 for $505K (doc 2018071200423001).
normal,canonical-but-missing-quote,2173,Robbie Karp,paraphrase,high,ref,ACRIS:2018071200423001,n/a,Populate source_quote from the cited source record.,ACRIS records show Roberta Karp served as co-executor (alongside Brad Karp) of the Estate of Sondra Karp in 2010 NYC property transfer (doc 2010081200783001). Estate transferred 10 Park Avenue Apt 14R (Manhattan Block 864 Lot 35) to Brad Karp at 115 Central Park West. Both executors used Paul Weiss Rifkind Wharton & Garrison LLP address (1285 Avenue of the Americas). Sondra Karp is likely Brad Karp's mother. Brad later sold the unit in 2018 for $505K (doc 2018071200423001).
normal,canonical-but-missing-quote,2177,Robbie Karp,paraphrase,high,file,https://karprandel.com/roberta-schuhalter-karp/,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"Full name Roberta Schuhalter Karp (born 1958, Livingston NY). Wife of Brad S. Karp. Education: BS Environmental Studies SUNY Binghamton; JD Hofstra University 1983 (Articles Editor of Law Review). Admitted NY Bar 1984. Children: David Karp (Cornell 2016, filmmaker) and Meredith Karp."
normal,canonical-but-missing-quote,2177,Robbie Karp,paraphrase,high,file,https://prabook.com/web/roberta_schuhalter.karp/1363240,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"Full name Roberta Schuhalter Karp (born 1958, Livingston NY). Wife of Brad S. Karp. Education: BS Environmental Studies SUNY Binghamton; JD Hofstra University 1983 (Articles Editor of Law Review). Admitted NY Bar 1984. Children: David Karp (Cornell 2016, filmmaker) and Meredith Karp."
normal,canonical-but-missing-quote,2178,Robbie Karp,paraphrase,high,file,https://prabook.com/web/roberta_schuhalter.karp/1363240,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"Career: Attorney at Kramer Levin Naftalis & Frankel NYC (1983-1986). Then Liz Claiborne Inc for 20+ years (1986-2008): Legal Counsel to VP/GC, then SVP Corporate Affairs & General Counsel. Also served as SVP Business Development & Legal Affairs and GC at Kate Spade & Co. Director at Kate Spade Foundation (1994-2014)."
normal,canonical-but-missing-quote,2178,Robbie Karp,paraphrase,high,file,https://www.marketscreener.com/insider/ROBERTA-SCHUHALTER-KARP-A09ID4/,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"Career: Attorney at Kramer Levin Naftalis & Frankel NYC (1983-1986). Then Liz Claiborne Inc for 20+ years (1986-2008): Legal Counsel to VP/GC, then SVP Corporate Affairs & General Counsel. Also served as SVP Business Development & Legal Affairs and GC at Kate Spade & Co. Director at Kate Spade Foundation (1994-2014)."
normal,canonical-but-missing-quote,2179,Robbie Karp,synthesis,medium,file,https://epsteinsblackbook.com/names/ronald-perelman,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"President of the Perelman Family Foundation (2014-2015). Ronald Perelman is in Epstein black book (page 43) with 2 phone numbers and 1 address. Perelman hosted 1995 Clinton fundraiser in Palm Beach that Epstein attended. Paul Weiss (Brad Karp firm) also represents Perelman MacAndrews & Forbes. Triple nexus: philanthropic, legal, and social overlap between Karp family and Perelman-Epstein sphere."
normal,canonical-but-missing-quote,2179,Robbie Karp,synthesis,medium,file,https://www.marketscreener.com/insider/ROBERTA-SCHUHALTER-KARP-A09ID4/,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"President of the Perelman Family Foundation (2014-2015). Ronald Perelman is in Epstein black book (page 43) with 2 phone numbers and 1 address. Perelman hosted 1995 Clinton fundraiser in Palm Beach that Epstein attended. Paul Weiss (Brad Karp firm) also represents Perelman MacAndrews & Forbes. Triple nexus: philanthropic, legal, and social overlap between Karp family and Perelman-Epstein sphere."
normal,canonical-but-missing-quote,2180,Robbie Karp,paraphrase,high,file,https://karprandel.com/roberta-schuhalter-karp/,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"Current board positions: Chairman of The Educational Alliance Inc; Secretary & Director of Human Rights First; Director of The Chazen Fund (domestic violence); Board member Charles H. Revson Foundation. Co-founded Karp Randel LLC (2015) social impact consultancy with Jane Randel. Clients include Uber and NFL on sexual assault/domestic violence programs. David Rockefeller Fellow (2000-2001, Partnership for NYC)."
